CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,U104,U105,U202_01,U203,U204,U204_01,U204_02,U204_03,U204_04,U204_05,U204_06,U204_07,U205,U205_01,U205_02,U205_03,U205_04,U205_05,U205_06,U205_07,U205_08,U205_09,U205_10,U206,U207,U208,U208_02,U208_03,U208_04,U208_05,U208_07,U208_08,U208_09,U208_10,U208_11,U208_12,U208_13,U208_14,U208_15,U208_16,U208_16a,U209,U210,U210_01,U210_02,U210_03,U210_04,U210_05,U210_06,U210_07,U210_08,U210_09,U210_10,U210_11,U210_12,U210_13,U210_16,U210_15,U210_14,U210_14a,U211,U212,U212_01,U212_02,U212_03,U212_04,U212_05,U212_06,U212_07,U212_08,U212_09,U212_10,U212_11,U212_12,U212_13,U212_14,U212_14a,U213,U213_02,U302_01,U302_02,U302_03,U303_01,U303_02,U303_03,U303_04,U303_05,U303_06,U304_01,U305_01,U402_01,U402_02,U402_03,U402_04,U402_05,U403_01,U403_02,U403_03,U403_04,U403_05,U403_06,U403_07,U403_08,U403_09,U403_10,U403_11,U403_12,U404_03,U404_04,U404_05,U404_06,U404_07,U405_01,U405_02,U405_03,U405_04,U502_01,U502_02,U502_03,U502_04,U502_05,U502_06,U503_01,U503_02,U503_03,U503_04,U503_05,U503_06,U504_01,U504_02,U504_03,U504_04,U504_05,U504_06,U504_07,U504_08,U504_09,U504_10,U504_11,U504_12,U504_13,U504_14,U504_15,U504_16,U504_17,U504_18,U602_01,U602_02,U602_03,U602_04,U602_05,U602_06,U602_07,U602_08,U602_09,U602_10,U602_11,U602_12,U602_13,U602_14,U602_15,U602_16,U603_01,U603_02,U603_03,U603_04,U603_05,U603_06,U603_07,U603_08,U603_09,U603_10,U603_11,U603_12,U603_14,U603_16,U603_17,U604_01,U604_02,U604_03,U604_04,U604_05,U604_06,U604_07,U604_08,U605_01,U605_02,U605_03,U605_04,U606,U607_01,U607_02,U607_03,U607_04,U607_05,U607_06,U607_07,U607_08,U607_09,U702_01,U702_02,U702_03,U702_04,U702_05,U702_06,U702_07,U702_08,U702_09,U702_10,U703_01,U703_02,U703_03,U703_04,U703_05,U703_06,U703_07,U703_08,U703_09,U703_10,U703_11,U703_12,U704_01,U704_02,U704_03,U704_04,U704_05,U704_06,U704_07,U704_08,U704_09,U705,U706_01_CN,U706_01_1,U706_01_2,U706_01_3,U706_01_4,U706_02_CN,U706_02_1,U706_02_2,U706_02_3,U706_02_4,U706_03_CN,U706_03_1,U706_03_2,U706_03_3,U706_03_4,U706_04_CN,U706_04_1,U706_04_2,U706_04_3,U706_04_4,U706_05_CN,U706_05_1,U706_05_2,U706_05_3,U706_05_4,U706_06_CN,U706_06_1,U706_06_2,U706_06_3,U706_06_4,U706_07_CN,U706_07_1,U706_07_2,U706_07_3,U706_07_4,U706_08_CN,U706_08_1,U706_08_2,U706_08_3,U706_08_4,U706_09_CN,U706_09_1,U706_09_2,U706_09_3,U706_09_4,U708_01,U710_01,U710_02,U710_03,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
2888,NA,NA,US-01,interview,45642.766053240739,1,1,29,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,3,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,NA,1,NA,12,0,NA,0,0,0,0,0,0,5,0,3,3,4,4,2,3,2,3,3,2,1,3,3,2,1,1,3,2,2,1,2,1,2,2,1,1,4,5,4,4,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,2,4,4,3,3,3,3,3,5,5,5,5,5,5,1,1,1,4,4,5,5,5,5,5,3,4,3,3,2,3,4,3,3,2,4,4,1,3,1,5,5,5,5,1,1,1,1,5,5,5,5,2,5,1,5,5,1,1,5,2,1,2,3,3,4,2,3,2,2,3,4,-1,-1,-1,5,-1,4,-1,2,2,4,3,3,4,2,3,-1,-1,4,-1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,1,2,0,2016,22,60,44,38,94,29,18,46,20,27,51,21,41,42,6,29,3,NA,NA,613,NA,45642.796226851853,1,0,18,18,2,1,45809
2892,NA,NA,US-01,interview,45642.767268518517,1,1,52,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,5,0,3,0,0,0,20,1,2,2,2,2,2,3,1,3,3,2,1,3,3,1,3,2,3,1,1,1,2,1,2,1,1,1,4,4,4,4,4,3,4,1,4,1,4,2,4,4,4,3,4,2,2,4,2,1,2,5,4,2,4,3,1,1,4,4,4,4,4,-9,1,1,1,2,5,4,5,5,5,5,2,2,2,-9,-9,-9,-9,-9,2,2,-9,-9,-9,-9,1,4,4,4,4,1,1,1,2,4,4,-9,3,2,4,2,4,4,2,3,2,4,5,2,3,4,4,2,3,2,2,3,4,4,2,-1,4,2,2,2,1,4,3,5,2,4,4,4,4,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,10,87,52,55,64,41,26,54,20,33,54,23,48,14,6,NA,3,NA,NA,612,NA,45642.78,1,0,18,18,8,8,21186
2896,NA,NA,US-01,interview,45642.771284722221,1,1,30,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,NA,1,NA,6,0,12,5,4,4,0,0,0,20,0,1,1,1,1,1,3,1,4,4,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,5,5,5,5,4,1,1,1,5,5,5,5,4,5,5,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,5,5,4,3,1,1,1,3,3,1,2,2,5,1,5,5,1,2,5,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,8,18,47,54,82,83,73,19,52,21,7,5,5,4,3,8,6,2,NA,NA,497,NA,45642.777037037034,1,0,18,18,49,48,45718
2897,NA,NA,US-01,interview,45642.772245370368,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,45642.772499999999,1,0,1,1,0,0,1
2902,NA,NA,US-01,interview,45642.773854166669,1,1,38,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,NA,1,NA,70,29,50,5,1,4,3,0,1,4,3,2,3,2,2,2,3,2,3,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,4,5,5,5,4,4,5,1,5,1,5,1,2,4,4,3,2,3,4,3,2,3,2,4,4,2,5,2,3,1,5,5,5,4,4,2,2,1,1,5,5,5,5,5,5,5,3,3,3,3,2,3,4,4,3,2,4,4,1,4,1,5,4,5,5,1,1,1,1,5,5,5,5,2,5,1,5,4,1,1,5,2,1,1,4,1,4,1,2,1,1,4,5,5,2,2,5,4,4,-1,2,3,4,3,2,5,3,4,-1,3,3,-1,2,3,1,3,2,2,2,1,4,2,2,2,2,4,2,2,2,2,2,2,2,1,1,3,2,2,2,1,3,1,2,2,2,4,2,2,2,2,3,2,2,2,1,0,1,1,1,1,NA,15,5,0,8,12,115,221,60,130,50,19,85,27,54,123,27,60,38,6,125,2,NA,NA,1162,NA,45642.787303240744,1,0,18,18,1,0,44927
2906,NA,NA,US-01,interview,45642.774895833332,1,1,65,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,NA,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,NA,6,6,25,0,60,1,0,0,0,15,4,2,3,2,2,1,2,2,2,2,3,2,2,3,2,1,1,2,1,2,1,1,1,2,1,1,1,4,5,4,5,4,4,4,3,3,2,3,3,4,4,4,2,4,3,3,4,2,2,3,4,4,2,4,4,3,2,5,4,4,4,4,3,1,1,1,4,4,3,4,4,4,4,2,3,3,3,2,3,3,3,2,2,3,3,2,3,2,4,4,4,4,2,1,1,3,4,4,2,3,2,4,2,3,3,2,2,3,3,2,3,4,4,4,3,2,4,3,5,4,2,3,3,4,2,1,1,3,3,4,4,4,4,1,1,2,5,3,3,1,3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,NA,2,0,0,9,19,78,59,46,83,41,23,44,26,35,43,30,36,29,4,36,2,NA,NA,643,NA,45642.782337962963,1,0,18,18,1,0,23743
2907,NA,NA,US-01,interview,45642.778217592589,1,1,54,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,3,3,15,2,0,5,3,0,0,3,4,5,5,5,5,2,1,2,3,3,4,2,2,2,2,2,1,2,4,4,4,2,3,1,3,2,2,3,5,3,2,5,4,4,2,2,2,2,1,3,3,4,3,3,1,1,4,1,1,1,5,4,2,5,4,1,1,5,5,5,5,5,1,1,1,1,2,5,2,5,5,5,5,4,4,3,4,4,4,4,4,4,1,4,4,1,4,2,5,5,2,5,1,1,1,3,5,5,5,4,1,5,1,5,5,1,1,2,2,4,5,2,5,1,5,5,5,5,3,1,4,1,1,5,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,3,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,3,2,2,2,1,0,1,1,1,1,0,1,1,1,1,NA,3,0,0,9,13,95,47,43,89,45,22,52,26,40,63,20,32,22,4,42,2,NA,NA,666,NA,45642.785949074074,1,0,18,18,3,1,24473
2909,NA,NA,US-01,interview,45642.779097222221,1,1,34,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,Science and Technology Studies,1,NA,6,3,5,2,0,0,0,0,0,30,2,2,4,5,5,2,2,1,2,2,3,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,5,5,5,5,5,5,3,3,3,3,4,2,5,5,5,5,5,5,2,3,3,1,2,2,1,4,4,1,1,1,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,3,4,4,4,3,4,4,4,3,2,4,4,1,4,2,5,5,5,5,1,1,1,1,5,5,5,5,2,5,1,5,5,1,1,5,1,1,2,4,4,4,1,2,2,3,4,4,2,4,-1,3,-1,2,2,4,3,4,5,4,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,3,2,2,2,1,3,2,2,2,1,3,2,2,2,1,2,1,1,2,2,0,1,1,1,1,NA,3,4,0,31,11,30,68,30,92,23,16,70,22,32,60,27,43,26,4,64,1,NA,NA,650,NA,45642.786620370367,1,0,18,18,1,0,28491
2911,NA,NA,US-01,interview,45642.780335648145,1,1,43,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,NA,3,3,3,2,2,1,0,0,0,20,2,5,5,6,6,5,2,3,1,2,3,4,2,2,3,4,4,2,3,2,1,1,2,3,2,2,2,4,4,4,4,4,4,4,3,3,3,3,2,4,4,4,4,4,4,4,4,4,2,2,4,2,4,4,4,3,2,4,4,4,4,4,4,1,1,1,4,4,3,4,4,4,4,2,3,2,3,3,3,3,3,3,2,3,4,2,3,2,4,4,4,4,2,1,1,3,5,5,5,5,2,4,2,4,3,2,3,4,2,2,5,1,3,1,5,5,5,5,2,1,1,5,5,2,5,4,3,3,5,4,5,5,1,1,1,1,4,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,3,2,2,2,1,1,2,1,1,1,0,1,1,1,1,1,1,1,2,1,NA,0,2,0,22,18,26,100,55,116,80,31,73,34,42,51,21,45,25,4,70,3,NA,NA,816,NA,45642.789780092593,1,0,18,18,1,0,12785
2916,NA,NA,US-01,interview,45642.788946759261,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,45642.789155092592,1,0,1,1,0,0,44562
2920,NA,NA,US-01,interview,45642.790821759256,1,1,38,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,12,12,150,0,25,0,0,0,3,6,10,3,3,2,2,2,3,2,4,3,3,2,3,3,2,2,2,4,1,2,2,1,1,1,1,2,2,4,4,3,3,5,3,4,2,2,2,3,2,4,5,5,5,4,5,3,5,3,2,3,5,4,4,5,4,1,1,5,5,5,4,4,5,1,1,1,5,5,5,5,5,5,5,3,3,3,4,3,3,3,4,2,2,4,4,1,3,3,4,4,4,5,1,1,1,2,5,5,5,5,2,5,1,5,4,2,2,4,2,2,4,4,2,3,2,3,2,2,3,4,-1,-1,-1,-1,5,5,5,4,2,4,5,4,2,1,2,-1,5,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,0,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,0,1,1,1,1,NA,3,2,0,18,13,33,56,60,119,53,21,66,46,62,85,30,75,38,6,54,3,NA,NA,838,NA,45642.800520833334,1,0,18,18,2,0,46023
2928,NA,NA,US-01,interview,45642.796574074076,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,45642.796759259261,1,0,1,1,0,0,13881
2933,NA,NA,US-01,interview,45642.80133101852,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,45642.801527777781,1,0,1,1,0,0,47119
2939,NA,NA,US-01,interview,45642.807754629626,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,45642.808958333335,1,0,1,1,0,0,0.21
2942,NA,NA,US-01,interview,45642.813877314817,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,45642.814189814817,1,0,1,1,0,0,0.81
